"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000163394",1216.57690967205,-2.18849632281684,0.125768430396298,-17.4009989305015,8.10766356241788e-68,6.09155788989664e-65
"ENSG00000253368",1040.17481746375,1.98909855961106,0.114676175105567,17.3453514453196,2.13866187149455e-67,1.54257403467159e-64
"ENSG00000163661",8565.67576080715,2.26029901629847,0.131289007075855,17.2162092367149,2.00711297204155e-66,1.39201004276359e-63
"ENSG00000162616",1467.63832301977,1.51914530048027,0.0882657722601461,17.2110350544817,2.19473731726916e-66,1.46575938166658e-63
"ENSG00000124766",1281.45678699994,-2.41199917442368,0.141051833296386,-17.1000909244154,1.48172957415421e-65,9.54233845755308e-63
"ENSG00000148175",11193.7231981539,1.44790315413862,0.0848920190178699,17.0558218651135,3.16391378119594e-65,1.92452572406154e-62
"ENSG00000197381",1969.04008868001,2.32111777250704,0.136095028252946,17.0551253951247,3.20185069442359e-65,1.92452572406154e-62
"ENSG00000172403",8014.79636483276,1.74439261875804,0.10384934879981,16.797338056695,2.55244786718666e-63,1.4847012884229e-60
"ENSG00000116285",3232.63588079279,2.42454543684673,0.144716731198899,16.7537327353977,5.3182092828574e-63,2.99681093089014e-60
"ENSG00000163083",418.919472436378,3.4500879711194,0.20858126823339,16.540737336293,1.86722808750221e-61,1.02029869314666e-58
"ENSG00000166741",7432.96098233325,2.18740836425178,0.13497347277917,16.2062094070187,4.55830616888791e-59,2.41751108345255e-56
"ENSG00000070404",2128.12177561681,1.81553988157902,0.113739080975348,15.9623224138107,2.33864686968791e-57,1.20487086726321e-54
"ENSG00000105989",333.209551189313,-3.04198433758356,0.190975882671781,-15.928630856555,4.01042435939153e-57,2.00877700134856e-54
"ENSG00000122035",943.340735322473,2.28888428084375,0.145028445606394,15.7823127130229,4.11818063533006e-56,2.00700089773707e-53
"ENSG00000119139",5029.85477688044,1.92796423988315,0.122715037050424,15.7109045983577,1.27348977587438e-55,6.04304411541232e-53
"ENSG00000136478",3701.51777497719,1.46584799202307,0.0935976502435654,15.661162307051,2.78755840044517e-55,1.28885264299557e-52
"ENSG00000196569",17178.4005648725,2.03067033524044,0.133240610512049,15.2406261682267,1.9004030939458e-52,8.56701714750765e-50
"ENSG00000108821",100989.91598642,-1.30491859104933,0.0860588837071291,-15.1630899081861,6.20787394545775e-52,2.73025324352425e-49
"ENSG00000221866",847.490034652657,2.75317274878626,0.181973471867477,15.129528059954,1.0343450685464e-51,4.44078816095922e-49
"ENSG00000100242",2236.24203648175,1.8590667625277,0.123334758410884,15.0733401231006,2.42534949749631e-51,1.00151809258979e-48
"ENSG00000172986",756.360325010941,-1.57287441149064,0.104351568254481,-15.0728392280113,2.44381078493516e-51,1.00151809258979e-48
"ENSG00000060718",363.7631440814,2.42734809208364,0.161397331108101,15.039580118322,4.04105045320058e-51,1.550387697279e-48
"ENSG00000134686",2737.98162586977,1.38758324462701,0.092259171074311,15.0400575733482,4.01201000099401e-51,1.550387697279e-48
"ENSG00000145685",2018.15055205869,-1.23991059061116,0.082431875250141,-15.0416399826964,3.91723985001078e-51,1.550387697279e-48
"ENSG00000099337",530.058849354171,2.71832699288431,0.181169714302515,15.0043124114293,6.88002065641578e-51,2.58459442659353e-48
"ENSG00000157150",167.615767587415,2.94523647868418,0.196435685697752,14.993388132215,8.11079011334914e-51,2.98477076171248e-48
"ENSG00000126803",449.176836543227,2.45877945685211,0.16425070976279,14.9696732537903,1.1588921599026e-50,4.17942868547274e-48
"ENSG00000102804",5397.33558773763,1.20142039212365,0.0803728193871654,14.9480931648829,1.60273020970691e-50,5.66675120420294e-48
"ENSG00000138316",799.560819258847,-2.50718416646951,0.169147842096641,-14.8224425176944,1.0489962910044e-49,3.63759636911373e-47
"ENSG00000133142",3055.98067746606,1.53911957758763,0.104090779762366,14.7863199901217,1.79503349086262e-49,6.10717809570466e-47
"ENSG00000131389",740.403133853246,-2.12489464850319,0.145291887942507,-14.6250054190502,1.94555393549073e-48,6.49670899347572e-46
"ENSG00000168309",159.530276360668,4.83499938097518,0.33063462814806,14.6233908046983,1.99225781165191e-48,6.53170779267404e-46
"ENSG00000103196",3082.088884672,2.63129831703911,0.180110527599834,14.6093532238453,2.44831171723841e-48,7.88356372950767e-46
"ENSG00000124440",197.042690626187,2.53000752187404,0.173550820462676,14.5779058556405,3.88244467945731e-48,1.22821477999955e-45
"ENSG00000152268",1597.85828741008,1.91301788356023,0.131386988139669,14.5601776145947,5.03268757071069e-48,1.56464521163888e-45
"ENSG00000163171",1357.57299789907,1.50566234203476,0.103586113115544,14.5353686584927,7.23231234480841e-48,2.21039078307772e-45
"ENSG00000103742",370.827770473622,-2.19721321674253,0.15183391445882,-14.4711622865948,1.8433078172366e-47,5.44893878039516e-45
"ENSG00000141401",627.528067458797,2.32689731907457,0.160786131312619,14.4720026539499,1.82092153437478e-47,5.44893878039516e-45
"ENSG00000112837",2754.94303068407,-1.83354930055824,0.127751440470354,-14.3524745694256,1.02802599253561e-46,2.98989753183905e-44
"ENSG00000164647",1920.71084944799,1.56742395092801,0.109745799375841,14.2823138547666,2.82077809746699e-46,8.07369375452774e-44
"ENSG00000068383",1247.23914866505,1.38114294779045,0.0973000386792987,14.1946803571446,9.88360678648974e-46,2.78470621209349e-43
"ENSG00000156675",1631.8741313659,1.54727945997218,0.109750265698864,14.0981841831495,3.89667543039594e-45,1.08099771324461e-42
"ENSG00000136999",435.706358063201,-2.55243676364792,0.182552403577431,-13.9819400546281,2.00934939198407e-44,5.48978609640253e-42
"ENSG00000196517",229.638049919376,-2.22911280249529,0.160690033516053,-13.872128555332,9.34615501574307e-44,2.47838040064528e-41
"ENSG00000206538",12754.9344048327,1.36625068710955,0.098486653625148,13.8724450148308,9.30500504554912e-44,2.47838040064528e-41
"ENSG00000227051",4615.70080486906,-1.15108763737768,0.0832672748560205,-13.824009965116,1.82607514258905e-43,4.77214303929939e-41
"ENSG00000134363",2906.30973919635,-1.80753293401437,0.131194267630268,-13.7775298163816,3.47976317992285e-43,8.96386995148127e-41
"ENSG00000109906",385.071327676389,7.35265852969058,0.536392626289791,13.7076055287126,9.14254824786133e-43,2.32194971838642e-40
"ENSG00000149218",2027.18420510953,1.92644811562412,0.14061330894516,13.7003255956052,1.01070056965385e-42,2.53124342666642e-40
"ENSG00000124762",8020.4921552315,-1.00795282666908,0.0736937769925611,-13.6775840213866,1.3820890214318e-42,3.41394921019974e-40
"ENSG00000167641",231.672665874094,2.89643839486017,0.211943250015517,13.6661035189755,1.61831702977762e-42,3.94344495688515e-40
"ENSG00000185432",3885.65647195502,2.24939427480605,0.16484580722636,13.6454442648776,2.14899844374431e-42,5.16676532501299e-40
"ENSG00000163378",1805.28792859584,1.26187534834039,0.0927919871761427,13.5989689060654,4.06118479404915e-42,9.63569529030188e-40
"ENSG00000126016",386.412442581616,-2.37421103682751,0.174904442861119,-13.5743323496518,5.68594417179377e-42,1.33154474423098e-39
"ENSG00000106484",677.207250627007,-1.86373727231705,0.137336174846558,-13.5706216836121,5.98125630156793e-42,1.38274376448555e-39
"ENSG00000196975",4908.81788741262,1.18510396012484,0.0876637476315808,13.518746256496,1.21224146482115e-41,2.76697950552594e-39
"ENSG00000150907",678.867910303335,2.22787306603081,0.164920453729206,13.5087735672187,1.38814694022943e-41,3.12888320327715e-39
"ENSG00000151726",1460.17591174986,1.60252461676205,0.118678050101851,13.5031256023058,1.49879967306314e-41,3.33658712403388e-39
"ENSG00000130513",451.001146431514,-1.86848594910787,0.138385231685958,-13.5020617904379,1.52060264536957e-41,3.34384230503708e-39
"ENSG00000221869",1963.57514702786,1.49986152030031,0.111593931928842,13.4403501550308,3.50772874159457e-41,7.62064634559438e-39
"ENSG00000169715",554.197192328851,2.22519867849637,0.16667934011764,13.3501769141026,1.18167946751867e-40,2.53667192360674e-38
"ENSG00000145390",8442.04514236764,2.14752835959411,0.161968656696048,13.2589131959289,4.0066006631306e-40,8.49964978324365e-38
"ENSG00000147027",12593.314252767,1.16478239516337,0.0878885841836652,13.2529429843728,4.33850256018605e-40,9.096730019218e-38
"ENSG00000185950",1974.87889005049,2.1242646779855,0.160407233128192,13.2429481922917,4.9564303634922e-40,1.02729140591369e-37
"ENSG00000013293",244.49400651336,-2.88282474109622,0.217892846279632,-13.2304698860859,5.8520366385693e-40,1.19913550757593e-37
"ENSG00000131831",1017.17356476016,1.42845384290993,0.108927740391516,13.1137746709487,2.74584348396991e-39,5.56326401156691e-37
"ENSG00000137672",655.448854141464,1.95433538376643,0.150003799421682,13.0285725515026,8.41675351845171e-39,1.68634332716357e-36
"ENSG00000146122",1942.42555424956,1.681468861859,0.129271253564565,13.0072913775775,1.11214655228259e-38,2.20376116821536e-36
"ENSG00000020577",3104.99903050483,1.203337782532,0.0929075758152247,12.9519877359109,2.28948059188876e-38,4.48738196010197e-36
"ENSG00000119138",1683.27622905212,2.08295472268095,0.160856185123728,12.9491739536082,2.37495821846021e-38,4.60486522529833e-36
"ENSG00000163110",1314.18347975196,1.60548666998466,0.124182756296087,12.9284187102171,3.11152576824579e-38,5.9688332609583e-36
"ENSG00000138735",6850.21318844962,-1.17880299898241,0.0914447295858118,-12.8908795982192,5.06626527966128e-38,9.61630479187917e-36
"ENSG00000071282",3659.86212780504,1.60529985112347,0.125089712789066,12.8331883999959,1.06873714379135e-37,2.00744460175476e-35
"ENSG00000101825",4767.10469108964,-1.32373486159033,0.103666474129842,-12.7691702906029,2.43738738710635e-37,4.53102776951564e-35
"ENSG00000162407",25853.4050719681,-1.00143162319795,0.0788512843012884,-12.700257606097,5.89353917826742e-37,1.0844112088012e-34
"ENSG00000246430",2162.53381587847,2.0512437457267,0.161861654481165,12.6728208253017,8.36512339649011e-37,1.52363540490414e-34
"ENSG00000163513",13216.63240217,1.45841245433209,0.115220342778164,12.6575951708458,1.01563059491168e-36,1.83138508874475e-34
"ENSG00000163431",4934.7292907592,1.16354230317636,0.0922168280848318,12.6174617728773,1.69186895776528e-36,3.020572380834e-34
"ENSG00000046653",1090.45643883243,2.39614369296439,0.190339794073368,12.5887689677797,2.43440259191388e-36,4.30364191543049e-34
"ENSG00000099998",506.243741997388,2.38094332678333,0.189623739198127,12.5561458541624,3.67817630889707e-36,6.43930827204194e-34
"ENSG00000106617",1018.35402511812,1.61673119670947,0.128806136149144,12.5516628713826,3.89248862559525e-36,6.74897643237823e-34
"ENSG00000137809",1115.79483186228,-1.72108898429461,0.137394822443595,-12.5265927324239,5.34083000701298e-36,9.17198539871029e-34
"ENSG00000115457",1919.14220160302,2.21410637004605,0.180440513482069,12.2705612354959,1.30346687667381e-34,2.21736931322472e-32
"ENSG00000160200",834.069633966776,1.24280152914047,0.102308097357615,12.1476360252923,5.90483316453293e-34,9.95102351615494e-32
"ENSG00000214814",243.273277090711,-3.05958686157896,0.252089843283385,-12.1368906487024,6.73365258397474e-34,1.12427058698363e-31
"ENSG00000162772",373.512381807902,1.91920235452658,0.158719515130814,12.0917856442845,1.16721911539574e-33,1.9309445035611e-31
"ENSG00000128923",1415.67710071441,1.03826479474374,0.0859808555118497,12.0755345892162,1.42236841425094e-33,2.33164974961572e-31
"ENSG00000174306",3234.84552730351,1.13102954742888,0.0936884661015202,12.0722389264363,1.48050637446783e-33,2.40508927427062e-31
"ENSG00000119508",216.674369404589,2.07787320051105,0.172230243567055,12.0645082853992,1.62630813804423e-33,2.61835610225121e-31
"ENSG00000123562",5040.48334406563,1.02810240111312,0.0854070088177355,12.0376818641097,2.25195034356357e-33,3.59355474293259e-31
"ENSG00000125868",15848.9705816333,0.916740254773909,0.0764054930215477,11.9983553344178,3.62426716382519e-33,5.73270048228911e-31
"ENSG00000145777",152.370841552781,-2.78280737500392,0.232012093604713,-11.9942341442989,3.80924131600227e-33,5.97289038349155e-31
"ENSG00000173918",992.657155958414,1.25342675759378,0.104586513443297,11.9845926241087,4.27942888241155e-33,6.65229841445216e-31
"ENSG00000164125",5596.3514152391,1.12469293368256,0.0939422969224224,11.9721677085598,4.97125947391913e-33,7.66168810544528e-31
"ENSG00000114098",1010.29282888401,1.34637083674878,0.112675411081827,11.9491096044995,6.56245421475568e-33,1.0028319864447e-30
"ENSG00000109861",4057.99873271313,1.01827611276356,0.0854345005508892,11.9187928319077,9.44673741133088e-33,1.43145856303461e-30
"ENSG00000077684",1570.63392682279,1.20032132095705,0.101123620421825,11.8698412492556,1.69789510276754e-32,2.55137037442535e-30
"ENSG00000114270",1546.90777793248,1.2334082093468,0.104083113175637,11.85022403457,2.1461626917362e-32,3.19831451713943e-30
"ENSG00000139289",1975.85342956826,-0.992017158504714,0.0837194349524099,-11.849305469735,2.16981667189451e-32,3.20706018259032e-30
"ENSG00000103485",865.199817057682,-1.21212857415622,0.102565869602941,-11.8180499892283,3.14909388319477e-32,4.61662283754212e-30
"ENSG00000138829",15701.2188784373,1.91934835764843,0.163686931090757,11.7257275511155,9.40891435817463e-32,1.36499655323139e-29
"ENSG00000164442",7510.49639231427,1.54985343192057,0.13218086272037,11.7252482698596,9.46232082708098e-32,1.36499655323139e-29
"ENSG00000110756",995.252222053197,1.57645796895902,0.134640528908072,11.7086436138065,1.15106277273504e-31,1.64729872364747e-29
"ENSG00000155130",5654.02187573995,-1.19166704126276,0.101807724441889,-11.705074912493,1.20053164223474e-31,1.70456587187219e-29
"ENSG00000144369",1303.26322729511,-1.34801502725914,0.115586899060266,-11.6623513410141,1.98484220397576e-31,2.79614645485086e-29
"ENSG00000143320",1492.11031525408,-1.63664566330173,0.140524633642688,-11.6466815879644,2.3856896118588e-31,3.33478721558434e-29
"ENSG00000181467",630.869571252005,-1.27267144048811,0.110017832479887,-11.5678650615188,5.99560221994451e-31,8.3163614792338e-29
"ENSG00000196507",988.841982921031,1.05502295084422,0.0921061758997505,11.4544213842133,2.23450409864351e-30,3.07576930585799e-28
"ENSG00000008256",3716.56541790484,1.18342034209592,0.103673178886894,11.4149132379457,3.52255303059331e-30,4.81202092785293e-28
"ENSG00000116584",2250.58089102087,-1.01570973950166,0.0896089278298292,-11.3349167778296,8.81158170725753e-30,1.19466497252081e-27
"ENSG00000140545",9199.60485668938,1.11110678381392,0.0987360672191027,11.2533020111921,2.23081102647673e-29,3.0019391365245e-27
"ENSG00000154864",153.233975152144,-2.56719679987553,0.229088860820818,-11.2061179695833,3.80518987956994e-29,5.08260621543741e-27
"ENSG00000177283",115.085150181609,2.48852070439995,0.223007282116834,11.158921272787,6.47727250504967e-29,8.58810130963644e-27
"ENSG00000146592",669.394803070239,-2.04662866496044,0.184228038100943,-11.1092138094585,1.13151319251274e-28,1.48930261951749e-26
"ENSG00000072958",2129.43309251556,1.08552346729646,0.0980161878208586,11.0749406953108,1.65990015011741e-28,2.16893619615341e-26
"ENSG00000133216",344.05324780186,-1.77057798979323,0.160447605094489,-11.0352409981471,2.58357937758108e-28,3.35159016809655e-26
"ENSG00000205978",1601.03584426828,-1.15645414959745,0.105131045833926,-11.0001202824928,3.81622538232075e-28,4.91529829242913e-26
"ENSG00000243244",996.172029975073,1.41182187725479,0.128502739884404,10.9867064198383,4.42790570532415e-28,5.6626947289649e-26
"ENSG00000136546",4991.23707113776,1.36871128935858,0.124830886116622,10.9645243411945,5.65973728873819e-28,7.1870692106005e-26
"ENSG00000096060",2564.38437504937,4.04665580469635,0.369778407055365,10.9434616177858,7.14198282961925e-28,9.00589051634226e-26
"ENSG00000163491",160.223339782888,-2.49613373469983,0.228847633451507,-10.9074046213755,1.06246409063339e-27,1.33044114460426e-25
"ENSG00000092621",1231.09188657928,-1.42678401438312,0.130894270326209,-10.9002786052236,1.14904912255122e-27,1.42894163985128e-25
"ENSG00000187498",2283.82730989972,1.31570366035542,0.120956355169465,10.8775074985689,1.47542228869553e-27,1.82224758286012e-25
"ENSG00000166482",26348.0835801087,-0.968274758967228,0.0893217802247218,-10.8402984863398,2.21746376762804e-27,2.7200888882904e-25
"ENSG00000233117",77.6315991325697,3.38934492966047,0.312917944981669,10.8314175777264,2.44342940245371e-27,2.97702155304361e-25
"ENSG00000123243",13780.6124837487,-0.955573126518154,0.0885150352995892,-10.7956023887231,3.61086790646732e-27,4.36987718720931e-25
"ENSG00000127083",304.475082330564,1.81291268121059,0.167971722572138,10.7929635622568,3.71609296749821e-27,4.46723922599518e-25
"ENSG00000165507",18353.5589923275,1.55342018026184,0.144063452491639,10.7828887437777,4.14655444008507e-27,4.95169997772279e-25
"ENSG00000183160",2987.64727922828,-1.17306781791283,0.108876220123882,-10.774325344672,4.5510619713013e-27,5.39899667542796e-25
"ENSG00000177666",1701.23183704411,1.10018868114869,0.102754593669778,10.7069537414976,9.44176567389931e-27,1.11277071001145e-24
"ENSG00000069431",849.097214895302,1.05714975687114,0.0988066747505201,10.699173507664,1.02690045209303e-26,1.20240707481438e-24
"ENSG00000102466",664.680645198945,1.21728047997944,0.113841125938982,10.6928007777426,1.09998159811319e-26,1.27966891465658e-24
"ENSG00000131386",11496.512180422,1.61544264468306,0.151546035196346,10.6597486538666,1.57021220714693e-26,1.81500426405599e-24
"ENSG00000180914",568.7095119069,1.87564343690508,0.176019668955579,10.6558741306259,1.63699478743708e-26,1.88014586032263e-24
"ENSG00000162496",3692.00032052386,1.08717451706415,0.102165083902566,10.6413509932707,1.91334720421977e-26,2.18363777129689e-24
"ENSG00000177674",751.373019489767,1.1148644916068,0.10479873157255,10.6381487149489,1.98024680901693e-26,2.24577424277946e-24
"ENSG00000099204",848.584854270064,1.42729039928469,0.134825476335468,10.586206984601,3.45301450697813e-26,3.89154734936435e-24
"ENSG00000126878",93.2590639059887,-2.66905405645219,0.252643397685541,-10.5645114058128,4.35229169757622e-26,4.87456670128537e-24
"ENSG00000127954",286.388753317735,5.20719450324341,0.493089502441164,10.5603434619149,4.54993962223735e-26,5.06447600420889e-24
"ENSG00000148120",743.999682318538,1.10415043658265,0.104972346992904,10.5184886135517,7.10033817825684e-26,7.85480356014278e-24
"ENSG00000169738",627.449398995589,2.09813133420347,0.199522004263678,10.515789182985,7.30665024133377e-26,8.03375104583723e-24
"ENSG00000112773",516.79715620943,-1.19801733239011,0.113937107924334,-10.5147247829541,7.38962386895451e-26,8.07573924878713e-24
"ENSG00000197043",14120.9945935611,0.921971419617552,0.0876972816404003,10.5131128624723,7.5170599269733e-26,8.16551955440858e-24
"ENSG00000125848",178.652501999173,-2.48121184028884,0.237143576476265,-10.4629097576977,1.27867467600528e-25,1.38066238070223e-23
"ENSG00000035664",633.039689235768,1.68367750571089,0.161130161594304,10.4491765480263,1.47802921927524e-25,1.58641802868876e-23
"ENSG00000110900",262.804092122617,-1.46521443786061,0.140561316296968,-10.4240233121111,1.92628177381363e-25,2.05530845830813e-23
"ENSG00000023909",1927.70386518774,1.22205211540813,0.117405840648615,10.4087846793382,2.26089443378361e-25,2.39814402529329e-23
"ENSG00000164742",353.798497568979,-2.58876757555352,0.248961121543793,-10.3982805005887,2.52447442550421e-25,2.66206566319835e-23
"ENSG00000091527",4870.58470489548,0.765732505663234,0.0736465138831125,10.3974032888856,2.54781689558285e-25,2.6710601314622e-23
"ENSG00000138073",1697.49904128374,1.10139160771119,0.106317811610584,10.3594269955943,3.79227000672136e-25,3.95272906134101e-23
"ENSG00000163697",2266.27531330114,1.08036469590306,0.104450127970922,10.34335444954,4.48555830307424e-25,4.64848202994453e-23
"ENSG00000131446",5361.99441054287,0.865562779524353,0.0837544649745967,10.3345269984936,4.91832484644244e-25,5.06784192177429e-23
"ENSG00000120837",1841.38725402181,1.03567282397873,0.100489961770148,10.306231644785,6.60402463403026e-25,6.76612342050192e-23
"ENSG00000174136",2831.68770626288,-0.969439336804628,0.0941271991261545,-10.2992476755346,7.1014496470126e-25,7.23465197937464e-23
"ENSG00000102554",149.552166590204,2.48258719825559,0.241223150262778,10.2916622867712,7.68382484534361e-25,7.78397357366494e-23
"ENSG00000172061",231.27386893187,-2.55621888982132,0.248624005165872,-10.2814645275942,8.54196268394595e-25,8.59939811048286e-23
"ENSG00000183044",498.690254503353,1.15702182011055,0.112539923950636,10.2809898878024,8.58413742173311e-25,8.59939811048286e-23
"ENSG00000164292",14399.5190131877,1.04715640572107,0.101866002187317,10.279743812813,8.69584338143399e-25,8.66317391458661e-23
"ENSG00000132356",2383.87376730281,0.867614466606561,0.0846619976262249,10.2479800965364,1.2084239829892e-24,1.1972693000693e-22
"ENSG00000152580",5992.44572049488,-1.15567352196433,0.11293058933808,-10.2334852650472,1.4037459363868e-24,1.38318834562442e-22
"ENSG00000013297",3431.54455302823,-1.77431238231772,0.173470580722799,-10.2283186862274,1.48067619643667e-24,1.45106267250793e-22
"ENSG00000099194",785.207076440808,-1.99194980655643,0.194860744254256,-10.2224273759178,1.57350456223468e-24,1.53369914952518e-22
"ENSG00000164070",591.680867512758,-1.32190430381928,0.129476633614253,-10.2095974147552,1.79608493278297e-24,1.74123674773885e-22
"ENSG00000173221",1983.22178726524,1.00432558167016,0.0985459573932686,10.1914437510835,2.1652440663166e-24,2.08789737988347e-22
"ENSG00000237697",126.795186309546,2.02454211857914,0.198674534228665,10.1902446956236,2.19211749933519e-24,2.10256716744745e-22
"ENSG00000008311",721.941418739337,1.09573405387447,0.107983497046984,10.1472362336785,3.40880310036459e-24,3.25225066168118e-22
"ENSG00000126950",786.108308420399,-1.70805337465211,0.168901108927574,-10.1127422164205,4.85071953294319e-24,4.60358813779113e-22
"ENSG00000152601",5822.53104754979,0.862375823242181,0.0853605350168808,10.102746228941,5.37164613627943e-24,5.07128393347596e-22
"ENSG00000177614",133.149204675085,-2.56961556427077,0.2547252251194,-10.0877938691242,6.25596810865757e-24,5.87539671538091e-22
"ENSG00000088756",685.720868955207,-1.64741702923672,0.163461629015858,-10.0783103603899,6.89007179380389e-24,6.43739764693636e-22
"ENSG00000170624",2121.06225268788,-1.13697014091697,0.112980620472384,-10.063408540006,8.01734648006359e-24,7.45199957363436e-22
"ENSG00000173068",2793.36546564172,-0.868721157972996,0.0864069619815129,-10.053832909423,8.8362199030541e-24,8.1710111431729e-22
"ENSG00000128510",164.043523498014,-2.26149500597902,0.225092537996897,-10.0469568032068,9.47482230777538e-24,8.71683652315335e-22
"ENSG00000081052",207.134577208693,1.91217224502794,0.190876398216499,10.0178558632434,1.27233155224036e-23,1.16460317512682e-21
"ENSG00000164484",816.7876386142,-1.20636529704759,0.12058335252439,-10.0044099935237,1.45757924891453e-23,1.32742772810237e-21
"ENSG00000103502",3319.8658763862,0.823353159182657,0.0824092611681927,9.99102707039491,1.66843952323961e-23,1.51182419512848e-21
"ENSG00000118689",5165.47547997407,1.2601076308411,0.126161912569847,9.98801940437822,1.71983654020373e-23,1.55060462464768e-21
"ENSG00000127824",228.716782957365,-1.56104125976014,0.156412712749913,-9.98027099150229,1.85958205295886e-23,1.66825788950021e-21
"ENSG00000181061",2420.90800173908,1.20054689403493,0.120555861633291,9.958428215517,2.3169669962051e-23,2.06829449879061e-21
"ENSG00000198431",22734.5766088759,1.50018185426889,0.1508198861748,9.94684383019741,2.60308095857698e-23,2.31225398251528e-21
"ENSG00000132970",1322.81486937849,1.10803524668342,0.111657139804474,9.92355033116315,3.28846375627014e-23,2.87852322587686e-21
"ENSG00000134253",136.92021385672,-1.95836192253146,0.197330237570475,-9.92428705627056,3.26427116534569e-23,2.87852322587686e-21
"ENSG00000167992",251.542182012273,-1.52418540518494,0.153586909051674,-9.92392785684703,3.27604446655159e-23,2.87852322587686e-21
"ENSG00000173517",7990.48704410053,0.989601616645484,0.0998749251138964,9.90840909784866,3.82691134268287e-23,3.33366499184819e-21
"ENSG00000113580",2811.3122984364,-0.981292942262351,0.0990520837824694,-9.90683794615964,3.88755304194778e-23,3.37020944482704e-21
"ENSG00000179820",3784.34277701728,1.49816941821399,0.151477809124532,9.89035573509201,4.5839607505643e-23,3.95492728488877e-21
"ENSG00000136436",3129.15942131645,1.13535688549611,0.114970497006651,9.87520203057341,5.33253945578431e-23,4.57887387936679e-21
"ENSG00000143891",528.386962569768,-1.1168925623218,0.113141373564714,-9.87165461344668,5.52456775064666e-23,4.72127989003131e-21
"ENSG00000106123",2287.85993737051,1.40727030340558,0.142759731854206,9.85761380416968,6.35414877733941e-23,5.40462314872567e-21
"ENSG00000003402",2546.60932638954,1.19046752343493,0.121018689315066,9.83705517034325,7.79593494631708e-23,6.59982624187744e-21
"ENSG00000137962",4500.57984403092,1.15574152713159,0.117791823594473,9.81172964186806,1.00235502282846e-22,8.4460120428237e-21
"ENSG00000167552",9310.09165043078,-1.21477579613299,0.12381591841953,-9.81114392752729,1.00819083288664e-22,8.45567306912185e-21
"ENSG00000134318",4538.36023797662,0.808546333885009,0.0824394329773175,9.80776194939954,1.04255118627557e-22,8.70337175505603e-21
